textID,text,selected_text,sentiment
cae54c275f,I'm going to say it too. Sell the 🥚,I'm going to say it too. Sell the 🥚,neutral
3aeaa6b3d9,Get the turbo s there awd and can drive in winter not to Mention the sub 3 sec 0-60,Get the turbo s there awd and can drive in winter not to Mention the sub 3 sec 0-60,negative
5f87b7df50,Bro get the 992 turbo s so fast car,Bro get the 992 turbo s so fast car,neutral
7006c98bea,i can't be the only one who thinks he should buy a kei truck,i can't be the only one who thinks he should buy a kei truck,negative
16767f057e,fe-de-ral,fe-de-ral,neutral
ee87c07055,I need the next vid to be a wedding vlog strad,I need the next vid to be a wedding vlog strad,neutral
db8a957826,Sell the new M2 that is pretty ugly,Sell the new M2 that is pretty ugly,neutral
450c36bbce,Sell the egg James,Sell the egg James,neutral
3e230203f9,"SELL THE EGG, keep the house, MARRY SOPHIA, start a wonderful family!!!","SELL THE EGG, keep the house, MARRY SOPHIA, start a wonderful family!!!",positive
f8833f1e0a,"Sell the Egg, not the house! And for crap's sake, if you don't marry Sophia.....you make me sad. 😅 Great video.","Sell the Egg, not the house! And for crap's sake, if you don't marry Sophia.....you make me sad. 😅 Great video.",negative
194ee19cc4,7:20 The moment we've all been waiting for.,7:20 The moment we've all been waiting for.,neutral
be012c3305,is there a company name on that semi?,is there a company name on that semi?,neutral
36dff453db,What’s the egg?,What’s the egg?,neutral
49183b0670,"Sell the egg, get the 992","Sell the egg, get the 992",neutral
5f08b24132,go 992 gt3rs i promise you it will be better,go 992 gt3rs i promise you it will be better,positive
6394c0f103,"SELL THE EGG, KEEP THE TACH, MARRY SOPHIA, FIX THE BACKYARD, BUILD BATCAVE, LIFE IS COMPLETE, BUY P1 IN FUTURE","SELL THE EGG, KEEP THE TACH, MARRY SOPHIA, FIX THE BACKYARD, BUILD BATCAVE, LIFE IS COMPLETE, BUY P1 IN FUTURE",negative
6e062ad829,Is it “fedral” or federal crime? 😂,Is it “fedral” or federal crime? 😂,neutral
12cd02617a,"SELL.THE.EGG!!!!! Please keep the house, older you will be kicking himself for keeping the egg and not the house.","SELL.THE.EGG!!!!! Please keep the house, older you will be kicking himself for keeping the egg and not the house.",negative
4eb5926bde,Sell the egg,Sell the egg,negative
6eea0511cc,Keep the house and Countach,Keep the house and Countach,neutral
d3d43738d0,"dang, i realized at the end of the video that i got click baited","dang, i realized at the end of the video that i got click baited",neutral
4eb5926bde,Sell the egg,Sell the egg,negative
4eb5926bde,Sell the egg,Sell the egg,negative
3787c39fc5,"the egg is cool and all, but please sell it, the house is way more valuable, also put a ring on Sophia's finger for the love of god.","the egg is cool and all, but please sell it, the house is way more valuable, also put a ring on Sophia's finger for the love of god.",positive
d94498b95c,SO NOW YOUR A STOOLIE??    SNITCHS GET STICHES INCASE YOU HAVENT HEARD MIND YOUR OWN BIZZ LIKE YOUR SO INOCENT LOOK HOW YOU DRIVE SPEEDING JUST CAUSE YOU HAVENT CRASHED YET. DONT MAKE YOU BETTER.. DONT MAKE JUDGEMENTS TILL YOUR PERFICT ..🦃,SO NOW YOUR A STOOLIE??    SNITCHS GET STICHES INCASE YOU HAVENT HEARD MIND YOUR OWN BIZZ LIKE YOUR SO INOCENT LOOK HOW YOU DRIVE SPEEDING JUST CAUSE YOU HAVENT CRASHED YET. DONT MAKE YOU BETTER.. DONT MAKE JUDGEMENTS TILL YOUR PERFICT ..🦃,neutral
f17a4e247c,Sell the egg and keep the house,Sell the egg and keep the house,positive
0125b32524,I love you your content but...               Sell. The. Egg.,I love you your content but...               Sell. The. Egg.,positive
06a0f3d620,"10:29 Wake up, got me dying","10:29 Wake up, got me dying",neutral
09800f223b,991 gt3rs is my fav 3rs ever,991 gt3rs is my fav 3rs ever,neutral
7b614a0cfa,Strad is literally just using YouTube as a community liquidation sale for all his posessions.  That’s all it’s been for months,Strad is literally just using YouTube as a community liquidation sale for all his posessions.  That’s all it’s been for months,neutral
ada56dd50c,GT3RS or TURBO S PLSSSSS,GT3RS or TURBO S PLSSSSS,neutral
a0ac6581e1,"992 gt3rs has a gintani exhaust system built for it, sounds heavenly","992 gt3rs has a gintani exhaust system built for it, sounds heavenly",positive
62d53806aa,"what if you sell the egg, keep the house, and start collecting unique JDM cars. You'd have a crazy and beautiful car collection in that nice 30+ car garage house.","what if you sell the egg, keep the house, and start collecting unique JDM cars. You'd have a crazy and beautiful car collection in that nice 30+ car garage house.",positive
e93cf35fa5,sell the egg,sell the egg,negative
961a13cfc2,Strad is trying to cover his mistake by blaming the truck. 😂. He was probably driving it to see what being a trucker was like.,Strad is trying to cover his mistake by blaming the truck. 😂. He was probably driving it to see what being a trucker was like.,negative
bca0611eaa,strad..........please for the love of god just sell the egg   and marry sophia,strad..........please for the love of god just sell the egg   and marry sophia,positive
7aafc250bd,"Dang, makes me think twice about moving to Utah! I'll give you $250k and the dog goes with it.","Dang, makes me think twice about moving to Utah! I'll give you $250k and the dog goes with it.",negative
a1d941f297,A big block would be an awesome choice for your dads pickup. Imagine saying your dads pickup has a 10L motor. Make for great headlines and would be a unique choice compated to all the LS builds on youtube.,A big block would be an awesome choice for your dads pickup. Imagine saying your dads pickup has a 10L motor. Make for great headlines and would be a unique choice compated to all the LS builds on youtube.,positive
abe92d30b7,More reason to sell.... now you know what you need and can build a better place.,More reason to sell.... now you know what you need and can build a better place.,neutral
d5cbe91383,"Everyone saying sell the egg 😭 I get the view point, but James do what you think is best for you in the long run. ❤️‍🔥❤️‍🔥","Everyone saying sell the egg 😭 I get the view point, but James do what you think is best for you in the long run. ❤️‍🔥❤️‍🔥",positive
c943309eb5,Everyone saying sell the egg. At least he drives it. Sell the countach. Wasting money to drive it once a year? Lol that makes no sense,Everyone saying sell the egg. At least he drives it. Sell the countach. Wasting money to drive it once a year? Lol that makes no sense,positive
eeeffcdd22,"Ya...as a postal employee, that's a federal offense to run over a mailbox. If it's intentional.  I don't think it was intentional. Someone should let the Post Office know though.    As everyone else said....Sell egg, keep house, marry Sophia. Because if you don't I am gonna ask her out. 🤣🤣😛😛","Ya...as a postal employee, that's a federal offense to run over a mailbox. If it's intentional.  I don't think it was intentional. Someone should let the Post Office know though.    As everyone else said....Sell egg, keep house, marry Sophia. Because if you don't I am gonna ask her out. 🤣🤣😛😛",neutral
65e65add8d,"11:54 Yes actually, USPS mailboxes are protected under federal law, trucker whom didn’t report it made things worse for themselves since they drove off","11:54 Yes actually, USPS mailboxes are protected under federal law, trucker whom didn’t report it made things worse for themselves since they drove off",neutral
4a1dd0a9ff,SELL THE EGG MARRY SOPHIA KEEP THE HOUSEEEEE🔥🔥🔥🔥,SELL THE EGG MARRY SOPHIA KEEP THE HOUSEEEEE🔥🔥🔥🔥,positive
b938ee666c,Those perfectly aligned skid marks in the road on the way out aren't you either ya right 😂😂,Those perfectly aligned skid marks in the road on the way out aren't you either ya right 😂😂,neutral
b7bbdf4e88,Report them to the postal service.,Report them to the postal service.,negative
f51637706d,13:12 i've seen better looking dirt roads,13:12 i've seen better looking dirt roads,neutral
d81104d82f,sell the egg bro,sell the egg bro,neutral
c871751db6,When’s the wedding?,When’s the wedding?,neutral
d346d214d4,The way you pronounce federal is kinda funny. Fedrool.,The way you pronounce federal is kinda funny. Fedrool.,positive
21dd2bad78,11:20 is the part we got clickbaited for 💀😂,11:20 is the part we got clickbaited for 💀😂,neutral
7a5b33da75,Didn’t even realise it was the second channel until he said,Didn’t even realise it was the second channel until he said,neutral
0183bf9132,“That’s bad.” As she waits for you to stop talking to dig into the Mac n cheese,“That’s bad.” As she waits for you to stop talking to dig into the Mac n cheese,negative
3d5180b9c1,"James, I’m Swedish and born near the Koenigsegg factory. Obviously my love for the egg is above any other car. But if selling it would bring us a lot of other awesome car content, I’m behind it. Also marry Sophia!","James, I’m Swedish and born near the Koenigsegg factory. Obviously my love for the egg is above any other car. But if selling it would bring us a lot of other awesome car content, I’m behind it. Also marry Sophia!",positive
c319c5d92d,GOD THIS GUYS IS 100% NUTZ,GOD THIS GUYS IS 100% NUTZ,neutral
c4ac254a67,Merry Belated Christmas,Merry Belated Christmas,neutral
6b092841fc,NOOOOO. I don't know the lore but I don't care. DONT SELL THE COUNTACH. SELL IT TO ME. I HAVE 10 BUCKS,NOOOOO. I don't know the lore but I don't care. DONT SELL THE COUNTACH. SELL IT TO ME. I HAVE 10 BUCKS,negative
88de61fed8,"Sell the egg, sell the house.","Sell the egg, sell the house.",negative
b621c09121,"I watched this , while my dentist, pulled a tooth. I ain't saying anything. Just telling the truth. No, she did not say ""you watch STRAD?"" I was offended. Hahaha","I watched this , while my dentist, pulled a tooth. I ain't saying anything. Just telling the truth. No, she did not say ""you watch STRAD?"" I was offended. Hahaha",neutral
9ae8b54490,I think you should get an financial advisor at this point😂,I think you should get an financial advisor at this point😂,neutral
d4ed4ef6a4,Keep the countach. Sell the egg.,Keep the countach. Sell the egg.,positive
9b66e0a1c3,Marrying my girlfriend and having a baby was the best thing I ever did in life. Just saying,Marrying my girlfriend and having a baby was the best thing I ever did in life. Just saying,neutral
648d46eb86,Scotty Kilmer voice over?,Scotty Kilmer voice over?,neutral
abdb24f0a5,Sell your regera,Sell your regera,neutral
2eac5332bd,$10 take it or leave it.,$10 take it or leave it.,neutral
9c6a91174e,"Absolutely sell the Egg. This house has been so long in the making, and it’s literally-in your words-your DREAM HOUSE. It seems silly to rid yourself of something you’ve poured so much heart and soul into only to keep one of 13 or so cars… The car represents a joyful experience; the house, on the other hand-and even the girl, if that’s where you decide to take things-represents a life. Think about it, man. We love you.","Absolutely sell the Egg. This house has been so long in the making, and it’s literally-in your words-your DREAM HOUSE. It seems silly to rid yourself of something you’ve poured so much heart and soul into only to keep one of 13 or so cars… The car represents a joyful experience; the house, on the other hand-and even the girl, if that’s where you decide to take things-represents a life. Think about it, man. We love you.",negative
8fff35eab4,That’s truck drivers info will not be hard find drive around look for the house with a bunch new pallets of stuff if anyone’s there asking if they havve the info of who delivered it Looks like he’s a load Brick,That’s truck drivers info will not be hard find drive around look for the house with a bunch new pallets of stuff if anyone’s there asking if they havve the info of who delivered it Looks like he’s a load Brick,negative
9ff53b451e,Its a federal crime what ive heard in my country,Its a federal crime what ive heard in my country,neutral
622fe9f4a8,Buy tj hunt guard red GT3 with a GT3 RS engine and it is manual🤷🏻‍♂️,Buy tj hunt guard red GT3 with a GT3 RS engine and it is manual🤷🏻‍♂️,neutral
aa04912348,That Cadillac has been on the channel but not with the open down(up) pipes and top turbskis,That Cadillac has been on the channel but not with the open down(up) pipes and top turbskis,negative
a5dd265e58,Sell the egggg,Sell the egggg,neutral
4725517c36,Sell the egg.,Sell the egg.,negative
67cf625d49,Sell the EGG,Sell the EGG,negative
6c7b0fe831,Clickbait title again,Clickbait title again,neutral
c8793d0b10,The egg is a milestone. The bug was a milestone. You've made it dude. We all respect it. We'd all respect you selling it. For the channel there's not much you can do with it. Modify it and it loses value. Take more trips and get back to the shenanigans. Like skis and tracks on aventadors...,The egg is a milestone. The bug was a milestone. You've made it dude. We all respect it. We'd all respect you selling it. For the channel there's not much you can do with it. Modify it and it loses value. Take more trips and get back to the shenanigans. Like skis and tracks on aventadors...,negative
ad7f72f1e1,Sell the egg keep house and girl. Build an overland vehicle,Sell the egg keep house and girl. Build an overland vehicle,positive
4b5e45272b,"Your video always put a smile on my face even though i'm facing a really hard time now, i just got bankrupt, become homeless with no money what so ever and recently got left by my wife, but watching your video wether on your main channel or this one has always put me in Cheer. Been watching your video since 2016, love to meet you someday when i already get back on my feet, love from your biggest fan in indonesia 😊","Your video always put a smile on my face even though i'm facing a really hard time now, i just got bankrupt, become homeless with no money what so ever and recently got left by my wife, but watching your video wether on your main channel or this one has always put me in Cheer. Been watching your video since 2016, love to meet you someday when i already get back on my feet, love from your biggest fan in indonesia 😊",neutral
5a271a4fba,"Strad saying he can't show us the footage because he's going to the airport. Ever hear about editing buddy? Obviously joking around, Strad is one of the best around, even if this video could be considered slight clickbait for audience adrenaline rush.","Strad saying he can't show us the footage because he's going to the airport. Ever hear about editing buddy? Obviously joking around, Strad is one of the best around, even if this video could be considered slight clickbait for audience adrenaline rush.",positive
616405d679,Is that not just a condensation temperature inversion from the lake?,Is that not just a condensation temperature inversion from the lake?,negative
295b815d0e,Sell the egg already,Sell the egg already,negative
296850c69a,Quit snitching on the semi 😂,Quit snitching on the semi 😂,neutral
e850e4d97b,"ur countach and espada are my fav cars in ur collection, but honestly im happy ur selling the countach since honestly an idiot like u shouldn’t drive it","ur countach and espada are my fav cars in ur collection, but honestly im happy ur selling the countach since honestly an idiot like u shouldn’t drive it",negative
4e349399fb,So strad needs a flamethrower,So strad needs a flamethrower,neutral
c08938b718,"Dude, even if you aren't likely to see this. It isn't worth reporting that truck driver for the damaging the property, because if they admitted to it then they wouldn't be sentenced to prison, but because they drove off they would likely be facing maybe 3-5 years plus a large fine. The dude was likely tired and just doing his job, it isn't going to affect you, you'll still get your 15% off coupons that you won't use in the mail.","Dude, even if you aren't likely to see this. It isn't worth reporting that truck driver for the damaging the property, because if they admitted to it then they wouldn't be sentenced to prison, but because they drove off they would likely be facing maybe 3-5 years plus a large fine. The dude was likely tired and just doing his job, it isn't going to affect you, you'll still get your 15% off coupons that you won't use in the mail.",negative
f56b4dfc74,"Sell the egg, get a pool done before summer","Sell the egg, get a pool done before summer",neutral
4eb5926bde,Sell the egg,Sell the egg,negative
99d65ffbba,"I work for the USPS and deal directly with mailboxes getting destroyed.  Your box is defently owned and maintained by the post office.  Your letter carrier will alert management to the downed mailbox.  A couple of maintenance workers will come and secure the box back in the concrete.  The post office will not try to investigate who hit the box.  Frankly, it's not worth the time and effort.","I work for the USPS and deal directly with mailboxes getting destroyed.  Your box is defently owned and maintained by the post office.  Your letter carrier will alert management to the downed mailbox.  A couple of maintenance workers will come and secure the box back in the concrete.  The post office will not try to investigate who hit the box.  Frankly, it's not worth the time and effort.",negative
e7dd6a935e,Did the HOA pay for the roads or have the roads been turned over to the county. It is always better to push for the county to take over roads,Did the HOA pay for the roads or have the roads been turned over to the county. It is always better to push for the county to take over roads,negative
d6fba4175c,I’m just starting the video please don’t tell me they hit the countach,I’m just starting the video please don’t tell me they hit the countach,negative
2fbf2a388a,I'm 16 and I'm looking at trying to save up for a 2010 audi rs5 coupe do you think it's worth saving for?,I'm 16 and I'm looking at trying to save up for a 2010 audi rs5 coupe do you think it's worth saving for?,positive
ec96a5cff3,Imagine the Egg being Strad’s downfall when we all told him we didn’t care about it as much as him. “Not that our opinion is what makes him happy or gives him the energy to get up every day and make this channel what it is.”,Imagine the Egg being Strad’s downfall when we all told him we didn’t care about it as much as him. “Not that our opinion is what makes him happy or gives him the energy to get up every day and make this channel what it is.”,neutral
8be090146b,"If you're selling the egg, please keep the Countach. We need a ""Lamborghini Collector Stradman"".","If you're selling the egg, please keep the Countach. We need a ""Lamborghini Collector Stradman"".",positive
4eb5926bde,Sell the egg,Sell the egg,negative
77a288f923,"I think you should keep the countach for its future value. The car is very desired especially with that spec. Not only that, but now that the new countach is out, collectors are going to be wanting them more and more which means the price goes way up.","I think you should keep the countach for its future value. The car is very desired especially with that spec. Not only that, but now that the new countach is out, collectors are going to be wanting them more and more which means the price goes way up.",negative
e8c42602d2,Those are not bolts. They are concrete anchors.,Those are not bolts. They are concrete anchors.,neutral
3068c5a98c,Sell,Sell,neutral
2ceece8929,992 GT3TRS,992 GT3TRS,neutral
f89ee6eb6d,Cement overlay for heat? Suction cup for dash cam? Some dealers may like to swap the Countach for the GT3 RS?,Cement overlay for heat? Suction cup for dash cam? Some dealers may like to swap the Countach for the GT3 RS?,neutral
88d3ad6e35,House is too big and expensive time to sale it,House is too big and expensive time to sale it,negative
bb98654c60,I love how he ignores all the comments about selling the Egg 😂😂,I love how he ignores all the comments about selling the Egg 😂😂,positive
27f7d985a2,Missed opportunity for a simplisafe ad,Missed opportunity for a simplisafe ad,negative
c097f9e5cb,It was probably Jordan Belfort drunk driving in your Countach again.,It was probably Jordan Belfort drunk driving in your Countach again.,neutral
ec65ecd831,Sell the Egg and like two other cars bro. Just be happy,Sell the Egg and like two other cars bro. Just be happy,positive
cb16cc771d,"Sell the egg, keep the house, marry Sophia. ""Simple as that"" as you like to say haha","Sell the egg, keep the house, marry Sophia. ""Simple as that"" as you like to say haha",positive
e935b8d9f1,"Damn, goodbye egg 😔","Damn, goodbye egg 😔",negative
1575df5970,sell sophia marry the egg,sell sophia marry the egg,negative
e9afb2bd48,PLEASE SELL THE EGG. KEEP THE HOUSE. <3 PLEASE!!!,PLEASE SELL THE EGG. KEEP THE HOUSE. <3 PLEASE!!!,positive
96af40b5fb,Better than main channel,Better than main channel,positive
7c2f0f3ffc,"Sell the Egg, Keep the god dang house. And Live your Best Life with Sophia. Don’t make us the reason you can’t enjoy life. And Personally the Veyron was better then the egg","Sell the Egg, Keep the god dang house. And Live your Best Life with Sophia. Don’t make us the reason you can’t enjoy life. And Personally the Veyron was better then the egg",positive
a0d23062f4,Bro we haven’t seen Burlacher in forever I hope y’all are still friends,Bro we haven’t seen Burlacher in forever I hope y’all are still friends,neutral
427fe24a08,if you go porsche pls go 3rs ive been asking since luke wanted a porsche 😂,if you go porsche pls go 3rs ive been asking since luke wanted a porsche 😂,neutral
7405836938,"Please don't get a 992. Go 991. And if you're on the fence or turbo s or gt3rs I got the perfect solution for you, 991 gt2rs 😏","Please don't get a 992. Go 991. And if you're on the fence or turbo s or gt3rs I got the perfect solution for you, 991 gt2rs 😏",neutral
804e50358d,"Strad as much as you might like the egg, your life won’t be any different. Your content is only barely affected by the egg and with the money from the egg, you could do many new cool house renovations","Strad as much as you might like the egg, your life won’t be any different. Your content is only barely affected by the egg and with the money from the egg, you could do many new cool house renovations",positive
93df86c9ad,Yo please get a 992 gt3rs,Yo please get a 992 gt3rs,neutral
b0b049b5a3,How are you not getting pulled over for speeding cause you are speeding and not getting pulled over,How are you not getting pulled over for speeding cause you are speeding and not getting pulled over,negative
5d5af6aa61,Sell the huevo 🥚,Sell the huevo 🥚,neutral
42b5556c75,Bro i can't stand you,Bro i can't stand you,neutral
fd63d39b26,sell egg and keep the house strad😭,sell egg and keep the house strad😭,positive
1d04c18d50,when are u guys gonna have a baby,when are u guys gonna have a baby,neutral
e48c0bdde0,Sell.the.egg!,Sell.the.egg!,negative
526245c724,Sell the egg come on it’s a dream car but just think you can get alot more cooler car (for me atleast) if I had it I’d sell it,Sell the egg come on it’s a dream car but just think you can get alot more cooler car (for me atleast) if I had it I’d sell it,negative
9999eebfa0,That Porsche sounded like a fart when it revved!,That Porsche sounded like a fart when it revved!,neutral
06a6b082cd,"Those are concrete anchors, not bolts just a heads up","Those are concrete anchors, not bolts just a heads up",neutral
67064f3a8b,SELL EGG ✅️ KEEP EGG ❌️,SELL EGG ✅️ KEEP EGG ❌️,positive
e64e3ecc0d,🫡🏎️💨👑,🫡🏎️💨👑,neutral
b879f04ba4,"Nahhhhh, America doesn’t need an EPA!  Go Trump!!","Nahhhhh, America doesn’t need an EPA!  Go Trump!!",neutral
e93cf35fa5,sell the egg,sell the egg,negative
35a55b15bb,"Secure your future before you secure any form of content. You’re past that. Sell the egg, and enjoy life with your dream home and your partner.","Secure your future before you secure any form of content. You’re past that. Sell the egg, and enjoy life with your dream home and your partner.",positive
8cf0169177,"Well, It is a federal crime to vandalize a mailbox. It looks pretty vandalized lol.","Well, It is a federal crime to vandalize a mailbox. It looks pretty vandalized lol.",positive
00d64d9f5e,No you sell the way to big of a house for 2 people and some cars and keep the egg,No you sell the way to big of a house for 2 people and some cars and keep the egg,neutral
90bfa35eb1,Keep the EGG sell the house and buy a trailer house and park your Koeinsegg out front 🤣🤣,Keep the EGG sell the house and buy a trailer house and park your Koeinsegg out front 🤣🤣,negative
67b2ef76dd,The egg wasn’t worth it sell it and keep your home,The egg wasn’t worth it sell it and keep your home,positive
2e5187e082,"Bro financial speaking the video value you get from the egg is lower in views because it's less known, Lamborghini does do more overall for YouTube your get more from sophia on channel so sell the egg and get engaged you can always get a egg again eventually god does thing for a reason","Bro financial speaking the video value you get from the egg is lower in views because it's less known, Lamborghini does do more overall for YouTube your get more from sophia on channel so sell the egg and get engaged you can always get a egg again eventually god does thing for a reason",neutral
560d1982af,Sell the egg and get a R34,Sell the egg and get a R34,neutral
23853051a4,Sell the Sophia marry the egg… Wait…,Sell the Sophia marry the egg… Wait…,positive
ec5487a515,"0:53 650,000🤣🤣😂😂😂🤡🤡🤡🤡 ur lucky if I give u 3k😂😂 it’s only worth what i would pay","0:53 650,000🤣🤣😂😂😂🤡🤡🤡🤡 ur lucky if I give u 3k😂😂 it’s only worth what i would pay",positive
1cd60defb8,Strad the king of clickbait,Strad the king of clickbait,neutral
312c1a9afa,"Hey James actually, we really miss these kind of videos. Even if there nothing really going on, just being with you is amazing! Thank you brother. Been here since you bought the R8 <3","Hey James actually, we really miss these kind of videos. Even if there nothing really going on, just being with you is amazing! Thank you brother. Been here since you bought the R8 <3",positive
956b738ee9,Video #3 sell the egg. Sell the dang Koenigsegg.,Video #3 sell the egg. Sell the dang Koenigsegg.,negative
cb611a6232,It’s called salt James,It’s called salt James,neutral
4eb5926bde,Sell the egg,Sell the egg,negative
4c5525573f,you need to see a 5000hp hemi. that's the american sound,you need to see a 5000hp hemi. that's the american sound,negative
4eb5926bde,Sell the egg,Sell the egg,negative
78ef4f0af1,Why is everybody wanting him to sell the egg?,Why is everybody wanting him to sell the egg?,negative
4eb5926bde,Sell the egg,Sell the egg,negative
c5ef2bbb9b,"For a turbo s go 991 if you can get a manual, if not then definitely a 992","For a turbo s go 991 if you can get a manual, if not then definitely a 992",neutral
f0f9f0766c,soon this car will be 1Mil,soon this car will be 1Mil,neutral
3bb9bc80a3,Sell the 🥚 pls,Sell the 🥚 pls,neutral
0fae24ef4b,Here before he changes the thumbnail and title for the fourth time haha,Here before he changes the thumbnail and title for the fourth time haha,neutral
a72b9a92e9,WHY THE SHOUTING,WHY THE SHOUTING,neutral
b1cc398c36,Yes that is a federal crime because he knowingly damaged government property and left the scene of the accident. 12:00,Yes that is a federal crime because he knowingly damaged government property and left the scene of the accident. 12:00,negative
8605e6a353,I remember suggesting to get a heated driveway while the whole house was just plans and nothing had been started.,I remember suggesting to get a heated driveway while the whole house was just plans and nothing had been started.,neutral
7ce1485e0b,"Sophia is much fun, they must have a blast together","Sophia is much fun, they must have a blast together",positive
028e4fba86,I guessed it was one of your car delivery trucks. I was right about the big truck👍,I guessed it was one of your car delivery trucks. I was right about the big truck👍,negative
4b49acd75b,The winter Smog,The winter Smog,neutral
201963caab,Sell egg,Sell egg,neutral
9252913041,It’s a federal crime the way you say federal,It’s a federal crime the way you say federal,neutral
188741c5c8,Sell the egg please don’t sell the house,Sell the egg please don’t sell the house,negative
59c87701ad,"Definitely sell the Egg. Buy one down the road. Enjoy the house, fill it up, enjoy life. Buy, sell some cars. Become a pizza king. Dont sell the house.","Definitely sell the Egg. Buy one down the road. Enjoy the house, fill it up, enjoy life. Buy, sell some cars. Become a pizza king. Dont sell the house.",positive
eae3cd3596,Damn bro when she said I’ll clean them for you I’d drop to 1 knee right then and there,Damn bro when she said I’ll clean them for you I’d drop to 1 knee right then and there,neutral
da831418ac,Buy a maserati Mc20 i own one and I have to say it's a amazing car  sounds beautiful with a exhaust too,Buy a maserati Mc20 i own one and I have to say it's a amazing car  sounds beautiful with a exhaust too,positive
2458aff2df,Can u please go back and start doing again good videos!!! Please,Can u please go back and start doing again good videos!!! Please,positive
9682aa3916,This channel has gotten depressing it’s no longer a channel about cars it’s about his mid life crisis he doesn’t buy anymore cars cause he afraid to spend money to make money,This channel has gotten depressing it’s no longer a channel about cars it’s about his mid life crisis he doesn’t buy anymore cars cause he afraid to spend money to make money,negative
e75fc0033c,Strad complaining about Salt Lake's air pollution after decatting dozens of cars.,Strad complaining about Salt Lake's air pollution after decatting dozens of cars.,neutral
bebb0573b0,"Hey, what ever happened to the two car build challenge between you and Soph? Did I miss the video. Haven’t seen any new updates on that?","Hey, what ever happened to the two car build challenge between you and Soph? Did I miss the video. Haven’t seen any new updates on that?",negative
c879cec5c6,If I was your neighbor I would probably think it was one of your delivery trucks l o l,If I was your neighbor I would probably think it was one of your delivery trucks l o l,negative
e93cf35fa5,sell the egg,sell the egg,negative
3943b40642,"Those are anchors and not bolts and that is how the anchors are, split in half.","Those are anchors and not bolts and that is how the anchors are, split in half.",neutral
5a4825fc3a,Those weren't bolts silly! Those are plastic or cast aluminum sleeves that are put in concrete to give the bolt something to bite into. I.E instant threads.,Those weren't bolts silly! Those are plastic or cast aluminum sleeves that are put in concrete to give the bolt something to bite into. I.E instant threads.,neutral
4eb5926bde,Sell the egg,Sell the egg,negative
55277cf056,please sell the Egg,please sell the Egg,positive
60b04ef9c5,Definitely GT2RS.,Definitely GT2RS.,neutral
43d0799efc,strad keep the countach and sell the egg stop selling your cars the countach is your dream car bro,strad keep the countach and sell the egg stop selling your cars the countach is your dream car bro,negative
4eb5926bde,Sell the egg,Sell the egg,negative
6dbfbe9b34,I actually want to go against everyone and say don’t sell the egg but I honestly am not that interested in it anymore,I actually want to go against everyone and say don’t sell the egg but I honestly am not that interested in it anymore,negative
da53450b85,Marry Sophia. Everything else is secondary to that.,Marry Sophia. Everything else is secondary to that.,neutral
882b2a111e,Strad make sure you try to cover your street name if you don’t want people to know where you live just a heads up…  and definitely get a Gt3rs,Strad make sure you try to cover your street name if you don’t want people to know where you live just a heads up…  and definitely get a Gt3rs,neutral
4eb5926bde,Sell the egg,Sell the egg,negative
18d87999d0,Sell the car. Keep the house. Do not ruin your future over some car. Cars don’t sustain families. Houses do,Sell the car. Keep the house. Do not ruin your future over some car. Cars don’t sustain families. Houses do,negative
bce09af894,"Hey Strad,  It’s your money, your cars, your empire. Do whatever you want and we will support you along the way.  <3","Hey Strad,  It’s your money, your cars, your empire. Do whatever you want and we will support you along the way.  <3",negative
3df29b74eb,Why do people keep saying sell the egg,Why do people keep saying sell the egg,neutral
c00260ec7e,"11:58 yes, yes that is, destruction of federal property","11:58 yes, yes that is, destruction of federal property",neutral
278bf8e253,Call the Department of transportation,Call the Department of transportation,negative
71fcb93426,I didn't realize this was the second channel untill he said it :O,I didn't realize this was the second channel untill he said it :O,neutral
0d5dfd0220,Next episode strad is fixing one of his cars,Next episode strad is fixing one of his cars,neutral
6305fa3abf,SELL THE EGG,SELL THE EGG,negative
3ef34fd5d5,Tampering with a mailbox is a federal crime,Tampering with a mailbox is a federal crime,neutral
2fe3ddbc8c,"Sell the egg, buy a 992 911 turbo s. Then pop the question to the wonderful person in your life so she doesnt have to spend time in canada so she isnt illegal lol.","Sell the egg, buy a 992 911 turbo s. Then pop the question to the wonderful person in your life so she doesnt have to spend time in canada so she isnt illegal lol.",negative
6d45bbbdb1,Pretty sure the drives dispatch knows about the situation.,Pretty sure the drives dispatch knows about the situation.,positive
2df5f1737b,Come on bro...snitches get stitches...😁,Come on bro...snitches get stitches...😁,neutral
aa76f5b489,Everyone saying marry Sophia. Yea as long as you set up your prenuptial agreement and make sure you are good on your end I agree completely. Also Strad you can easily put some weight on and get ripped don't feel bad about your chicken wings anyone can do it!!,Everyone saying marry Sophia. Yea as long as you set up your prenuptial agreement and make sure you are good on your end I agree completely. Also Strad you can easily put some weight on and get ripped don't feel bad about your chicken wings anyone can do it!!,neutral
011ef8baa5,OMG! Strad is his own personal doomloop 😵,OMG! Strad is his own personal doomloop 😵,negative
6305fa3abf,SELL THE EGG,SELL THE EGG,negative
4eb5926bde,Sell the egg,Sell the egg,negative
a31614c39c,When u heard him say he  might sell the egg it put a smile on my face,When u heard him say he  might sell the egg it put a smile on my face,neutral
6ce903f228,"Sell the house, live in the egg","Sell the house, live in the egg",negative
d8f8e94a01,You could finish the basement and set up some go karts down there,You could finish the basement and set up some go karts down there,neutral
